id,name,sequence,attribute_id:id
eye-cupsother,eye-cups,995,amazon_ept.CameraAccessoriesother
windersother,winders,996,amazon_ept.CameraAccessoriesother
strapsother,straps,997,amazon_ept.CameraAccessoriesother
remote-controlsother,remote-controls,998,amazon_ept.CameraAccessoriesother
cables-and-cordsother,cables-and-cords,999,amazon_ept.CameraAccessoriesother
other-camera-accessoriesother,other-camera-accessories,1000,amazon_ept.CameraAccessoriesother
strapsother,straps,1001,amazon_ept.CamcorderAccessoriesother
remote-controlsother,remote-controls,1002,amazon_ept.CamcorderAccessoriesother
cables-and-cordsother,cables-and-cords,1003,amazon_ept.CamcorderAccessoriesother
other-camcorder-accessoriesother,other-camcorder-accessories,1004,amazon_ept.CamcorderAccessoriesother
barlow-lensesother,barlow-lenses,1005,amazon_ept.TelescopeAccessoriesother
collimatorsother,collimators,1006,amazon_ept.TelescopeAccessoriesother
remote-controlsother,remote-controls,1007,amazon_ept.TelescopeAccessoriesother
electronic-drivesother,electronic-drives,1008,amazon_ept.TelescopeAccessoriesother
photo-adaptersother,photo-adapters,1009,amazon_ept.TelescopeAccessoriesother
finderscopesother,finderscopes,1010,amazon_ept.TelescopeAccessoriesother
diagonal-mirrorsother,diagonal-mirrors,1011,amazon_ept.TelescopeAccessoriesother
erecting-prismsother,erecting-prisms,1012,amazon_ept.TelescopeAccessoriesother
motor-drivesother,motor-drives,1013,amazon_ept.TelescopeAccessoriesother
illuminatorsother,illuminators,1014,amazon_ept.TelescopeAccessoriesother
guidersother,guiders,1015,amazon_ept.TelescopeAccessoriesother
binocular-viewersother,binocular-viewers,1016,amazon_ept.TelescopeAccessoriesother
wedgesother,wedges,1017,amazon_ept.TelescopeAccessoriesother
mountsother,mounts,1018,amazon_ept.TelescopeAccessoriesother
viewfindersother,viewfinders,1019,amazon_ept.TelescopeAccessoriesother
sky-mapsother,sky-maps,1020,amazon_ept.TelescopeAccessoriesother
filtersother,filters,1021,amazon_ept.TelescopeAccessoriesother
dew-capsother,dew-caps,1022,amazon_ept.TelescopeAccessoriesother
other-telescope-accessoriesother,other-telescope-accessories,1023,amazon_ept.TelescopeAccessoriesother
telescope-eyepieces-generalother,telescope-eyepieces-general,1024,amazon_ept.TelescopeEyepieceother
orthoscopicother,orthoscopic,1025,amazon_ept.TelescopeEyepieceother
kellner-and-rkeother,kellner-and-rke,1026,amazon_ept.TelescopeEyepieceother
erfleother,erfle,1027,amazon_ept.TelescopeEyepieceother
plosslother,plossl,1028,amazon_ept.TelescopeEyepieceother
naglerother,nagler,1029,amazon_ept.TelescopeEyepieceother
zoomother,zoom,1030,amazon_ept.TelescopeEyepieceother
ultra-wideother,ultra-wide,1031,amazon_ept.TelescopeEyepieceother
smaother,sma,1032,amazon_ept.TelescopeEyepieceother
other-eyepiecesother,other-eyepieces,1033,amazon_ept.TelescopeEyepieceother
boom-standsother,boom-stands,1034,amazon_ept.MicroscopeAccessoriesother
bulbsother,bulbs,1035,amazon_ept.MicroscopeAccessoriesother
camera-adapters-and-mountsother,camera-adapters-and-mounts,1036,amazon_ept.MicroscopeAccessoriesother
eyepiecesother,eyepieces,1037,amazon_ept.MicroscopeAccessoriesother
inspection-systemsother,inspection-systems,1038,amazon_ept.MicroscopeAccessoriesother
light-standsother,light-stands,1039,amazon_ept.MicroscopeAccessoriesother
microscope-casesother,microscope-cases,1040,amazon_ept.MicroscopeAccessoriesother
slides-and-slide-kitsother,slides-and-slide-kits,1041,amazon_ept.MicroscopeAccessoriesother
other-microscope-accessoriesother,other-microscope-accessories,1042,amazon_ept.MicroscopeAccessoriesother
adapter-ringsother,adapter-rings,1043,amazon_ept.FilterAccessoriesother
filter-capsother,filter-caps,1044,amazon_ept.FilterAccessoriesother
filter-holdersother,filter-holders,1045,amazon_ept.FilterAccessoriesother
filter-hoodsother,filter-hoods,1046,amazon_ept.FilterAccessoriesother
gel-holderother,gel-holder,1047,amazon_ept.FilterAccessoriesother
step-down-ringother,step-down-ring,1048,amazon_ept.FilterAccessoriesother
step-up-ringother,step-up-ring,1049,amazon_ept.FilterAccessoriesother
mounting-equipment-and-cuttersother,mounting-equipment-and-cutters,1050,amazon_ept.FilmAccessoriesother
slide-mountsother,slide-mounts,1051,amazon_ept.FilmAccessoriesother
film-mailersother,film-mailers,1052,amazon_ept.FilmAccessoriesother
film-loadersother,film-loaders,1053,amazon_ept.FilmAccessoriesother
other-film-accessoriesother,other-film-accessories,1054,amazon_ept.FilmAccessoriesother
adapter-ringsother,adapter-rings,1055,amazon_ept.FlashAccessoriesother
battery-packsother,battery-packs,1056,amazon_ept.FlashAccessoriesother
camera-bracketsother,camera-brackets,1057,amazon_ept.FlashAccessoriesother
flash-bouncersother,flash-bouncers,1058,amazon_ept.FlashAccessoriesother
flash-diffusersother,flash-diffusers,1059,amazon_ept.FlashAccessoriesother
flash-filtersother,flash-filters,1060,amazon_ept.FlashAccessoriesother
flash-pouchesother,flash-pouches,1061,amazon_ept.FlashAccessoriesother
flash-shoe-mountsother,flash-shoe-mounts,1062,amazon_ept.FlashAccessoriesother
synch-and-pc-cordsother,synch-and-pc-cords,1063,amazon_ept.FlashAccessoriesother
other-flash-accessoriesother,other-flash-accessories,1064,amazon_ept.FlashAccessoriesother
linersother,liners,1065,amazon_ept.BagCaseAccessoriesother
rain-coversother,rain-covers,1066,amazon_ept.BagCaseAccessoriesother
replacement-partsother,replacement-parts,1067,amazon_ept.BagCaseAccessoriesother
strapsother,straps,1068,amazon_ept.BagCaseAccessoriesother
beltsother,belts,1069,amazon_ept.BagCaseAccessoriesother
harnessesother,harnesses,1070,amazon_ept.BagCaseAccessoriesother
insertsother,inserts,1071,amazon_ept.BagCaseAccessoriesother
other-bag-and-case-accessoriesother,other-bag-and-case-accessories,1072,amazon_ept.BagCaseAccessoriesother
housingsother,housings,1073,amazon_ept.UnderwaterPhotographyAccessoriesother
rainguardsother,rainguards,1074,amazon_ept.UnderwaterPhotographyAccessoriesother
other-underwater-accessoriesother,other-underwater-accessories,1075,amazon_ept.UnderwaterPhotographyAccessoriesother
capsother,caps,1076,amazon_ept.LightMeterAccessoriesother
gray-cardsother,gray-cards,1077,amazon_ept.LightMeterAccessoriesother
probesother,probes,1078,amazon_ept.LightMeterAccessoriesother
strapsother,straps,1079,amazon_ept.LightMeterAccessoriesother
other-light-meter-accessoriesother,other-light-meter-accessories,1080,amazon_ept.LightMeterAccessoriesother
monopad-accessoriesother,monopad-accessories,1081,amazon_ept.TripodStandAccessoriesother
camera-stand-accessoriesother,camera-stand-accessories,1082,amazon_ept.TripodStandAccessoriesother
tripod-head-accessoriesother,tripod-head-accessories,1083,amazon_ept.TripodStandAccessoriesother
tripod-leg-accessoriesother,tripod-leg-accessories,1084,amazon_ept.TripodStandAccessoriesother
center-columnsother,center-columns,1085,amazon_ept.TripodStandAccessoriesother
tripod-adaptersother,tripod-adapters,1086,amazon_ept.TripodStandAccessoriesother
tripod-strapsother,tripod-straps,1087,amazon_ept.TripodStandAccessoriesother
camera-mounts-and-clampsother,camera-mounts-and-clamps,1088,amazon_ept.TripodStandAccessoriesother
platesother,plates,1089,amazon_ept.TripodStandAccessoriesother
other-tripod-accessoriesother,other-tripod-accessories,1090,amazon_ept.TripodStandAccessoriesother
strapsother,straps,1091,amazon_ept.BinocularAccessoriesother
capsother,caps,1092,amazon_ept.BinocularAccessoriesother
other-binocular-accessoriesother,other-binocular-accessories,1093,amazon_ept.BinocularAccessoriesother
travelother,travel,1094,amazon_ept.SpecificUsesother
hiking-and-outdoorsother,hiking-and-outdoors,1095,amazon_ept.SpecificUsesother
hunting-and-shootingother,hunting-and-shooting,1096,amazon_ept.SpecificUsesother
sportsother,sports,1097,amazon_ept.SpecificUsesother
battery_type_2/3Aluxury_beauty,battery_type_2/3A,1098,amazon_ept.BatteryTypeluxury_beauty
battery_type_4/3Aluxury_beauty,battery_type_4/3A,1099,amazon_ept.BatteryTypeluxury_beauty
battery_type_4/5Aluxury_beauty,battery_type_4/5A,1100,amazon_ept.BatteryTypeluxury_beauty
battery_type_9vluxury_beauty,battery_type_9v,1101,amazon_ept.BatteryTypeluxury_beauty
battery_type_12vluxury_beauty,battery_type_12v,1102,amazon_ept.BatteryTypeluxury_beauty
battery_type_aluxury_beauty,battery_type_a,1103,amazon_ept.BatteryTypeluxury_beauty
battery_type_a76luxury_beauty,battery_type_a76,1104,amazon_ept.BatteryTypeluxury_beauty
battery_type_aaluxury_beauty,battery_type_aa,1105,amazon_ept.BatteryTypeluxury_beauty
battery_type_aaaluxury_beauty,battery_type_aaa,1106,amazon_ept.BatteryTypeluxury_beauty
battery_type_aaaaluxury_beauty,battery_type_aaaa,1107,amazon_ept.BatteryTypeluxury_beauty
battery_type_cluxury_beauty,battery_type_c,1108,amazon_ept.BatteryTypeluxury_beauty
battery_type_cr123aluxury_beauty,battery_type_cr123a,1109,amazon_ept.BatteryTypeluxury_beauty
battery_type_cr2luxury_beauty,battery_type_cr2,1110,amazon_ept.BatteryTypeluxury_beauty
battery_type_cr5luxury_beauty,battery_type_cr5,1111,amazon_ept.BatteryTypeluxury_beauty
battery_type_dluxury_beauty,battery_type_d,1112,amazon_ept.BatteryTypeluxury_beauty
battery_type_lithium_ionluxury_beauty,battery_type_lithium_ion,1113,amazon_ept.BatteryTypeluxury_beauty
battery_type_lithium_metalluxury_beauty,battery_type_lithium_metal,1114,amazon_ept.BatteryTypeluxury_beauty
battery_type_L-SCluxury_beauty,battery_type_L-SC,1115,amazon_ept.BatteryTypeluxury_beauty
battery_type_p76luxury_beauty,battery_type_p76,1116,amazon_ept.BatteryTypeluxury_beauty
battery_type_product_specificluxury_beauty,battery_type_product_specific,1117,amazon_ept.BatteryTypeluxury_beauty
battery_type_SCluxury_beauty,battery_type_SC,1118,amazon_ept.BatteryTypeluxury_beauty
LuxuryBeautyluxury_beauty,LuxuryBeauty,1119,amazon_ept.ProductTypeluxury_beauty
battery_type_2/3Afurtunure,battery_type_2/3A,1120,amazon_ept.BatteryTypefurtunure
battery_type_4/3Afurtunure,battery_type_4/3A,1121,amazon_ept.BatteryTypefurtunure
battery_type_4/5Afurtunure,battery_type_4/5A,1122,amazon_ept.BatteryTypefurtunure
battery_type_9vfurtunure,battery_type_9v,1123,amazon_ept.BatteryTypefurtunure
battery_type_12vfurtunure,battery_type_12v,1124,amazon_ept.BatteryTypefurtunure
battery_type_afurtunure,battery_type_a,1125,amazon_ept.BatteryTypefurtunure
battery_type_a76furtunure,battery_type_a76,1126,amazon_ept.BatteryTypefurtunure
battery_type_aafurtunure,battery_type_aa,1127,amazon_ept.BatteryTypefurtunure
battery_type_aaafurtunure,battery_type_aaa,1128,amazon_ept.BatteryTypefurtunure
battery_type_aaaafurtunure,battery_type_aaaa,1129,amazon_ept.BatteryTypefurtunure
battery_type_cfurtunure,battery_type_c,1130,amazon_ept.BatteryTypefurtunure
battery_type_cr123afurtunure,battery_type_cr123a,1131,amazon_ept.BatteryTypefurtunure
battery_type_cr2furtunure,battery_type_cr2,1132,amazon_ept.BatteryTypefurtunure
battery_type_cr5furtunure,battery_type_cr5,1133,amazon_ept.BatteryTypefurtunure
battery_type_dfurtunure,battery_type_d,1134,amazon_ept.BatteryTypefurtunure
battery_type_lithium_ionfurtunure,battery_type_lithium_ion,1135,amazon_ept.BatteryTypefurtunure
battery_type_lithium_metalfurtunure,battery_type_lithium_metal,1136,amazon_ept.BatteryTypefurtunure
battery_type_L-SCfurtunure,battery_type_L-SC,1137,amazon_ept.BatteryTypefurtunure
battery_type_p76furtunure,battery_type_p76,1138,amazon_ept.BatteryTypefurtunure
battery_type_product_specificfurtunure,battery_type_product_specific,1139,amazon_ept.BatteryTypefurtunure
battery_type_SCfurtunure,battery_type_SC,1140,amazon_ept.BatteryTypefurtunure
Furniture_furniture,Furniture,1141,amazon_ept.ProductTypefurniture
abalonewine,abalone,1142,amazon_ept.AllergenInformationwineandalcohol
abalone_freewine,abalone_free,1143,amazon_ept.AllergenInformationwineandalcohol
amberjackwine,amberjack,1144,amazon_ept.AllergenInformationwineandalcohol
amberjack_freewine,amberjack_free,1145,amazon_ept.AllergenInformationwineandalcohol
applewine,apple,1146,amazon_ept.AllergenInformationwineandalcohol
apple_freewine,apple_free,1147,amazon_ept.AllergenInformationwineandalcohol
bananawine,banana,1148,amazon_ept.AllergenInformationwineandalcohol
banana_freewine,banana_free,1149,amazon_ept.AllergenInformationwineandalcohol
barleywine,barley,1150,amazon_ept.AllergenInformationwineandalcohol
barley_freewine,barley_free,1151,amazon_ept.AllergenInformationwineandalcohol
beefwine,beef,1152,amazon_ept.AllergenInformationwineandalcohol
beef_freewine,beef_free,1153,amazon_ept.AllergenInformationwineandalcohol
buckwheatwine,buckwheat,1154,amazon_ept.AllergenInformationwineandalcohol
buckwheat_freewine,buckwheat_free,1155,amazon_ept.AllergenInformationwineandalcohol
celerywine,celery,1156,amazon_ept.AllergenInformationwineandalcohol
celery_freewine,celery_free,1157,amazon_ept.AllergenInformationwineandalcohol
chicken_meatwine,chicken_meat,1158,amazon_ept.AllergenInformationwineandalcohol
chicken_meat_freewine,chicken_meat_free,1159,amazon_ept.AllergenInformationwineandalcohol
codfishwine,codfish,1160,amazon_ept.AllergenInformationwineandalcohol
codfish_freewine,codfish_free,1161,amazon_ept.AllergenInformationwineandalcohol
crabwine,crab,1162,amazon_ept.AllergenInformationwineandalcohol
crab_freewine,crab_free,1163,amazon_ept.AllergenInformationwineandalcohol
dairywine,dairy,1164,amazon_ept.AllergenInformationwineandalcohol
dairy_freewine,dairy_free,1165,amazon_ept.AllergenInformationwineandalcohol
eggswine,eggs,1166,amazon_ept.AllergenInformationwineandalcohol
egg_freewine,egg_free,1167,amazon_ept.AllergenInformationwineandalcohol
fishwine,fish,1168,amazon_ept.AllergenInformationwineandalcohol
fish_freewine,fish_free,1169,amazon_ept.AllergenInformationwineandalcohol
gelatinwine,gelatin,1170,amazon_ept.AllergenInformationwineandalcohol
gelatin_freewine,gelatin_free,1171,amazon_ept.AllergenInformationwineandalcohol
glutenwine,gluten,1172,amazon_ept.AllergenInformationwineandalcohol
gluten_freewine,gluten_free,1173,amazon_ept.AllergenInformationwineandalcohol
kiwiwine,kiwi,1174,amazon_ept.AllergenInformationwineandalcohol
kiwi_freewine,kiwi_free,1175,amazon_ept.AllergenInformationwineandalcohol
mackerelwine,mackerel,1176,amazon_ept.AllergenInformationwineandalcohol
mackerel_freewine,mackerel_free,1177,amazon_ept.AllergenInformationwineandalcohol
melonwine,melon,1178,amazon_ept.AllergenInformationwineandalcohol
melon_freewine,melon_free,1179,amazon_ept.AllergenInformationwineandalcohol
mushroomwine,mushroom,1180,amazon_ept.AllergenInformationwineandalcohol
mushroom_freewine,mushroom_free,1181,amazon_ept.AllergenInformationwineandalcohol
octopuswine,octopus,1182,amazon_ept.AllergenInformationwineandalcohol
octopus_freewine,octopus_free,1183,amazon_ept.AllergenInformationwineandalcohol
orangewine,orange,1184,amazon_ept.AllergenInformationwineandalcohol
orange_freewine,orange_free,1185,amazon_ept.AllergenInformationwineandalcohol
peachwine,peach,1186,amazon_ept.AllergenInformationwineandalcohol
peach_freewine,peach_free,1187,amazon_ept.AllergenInformationwineandalcohol
peanutswine,peanuts,1188,amazon_ept.AllergenInformationwineandalcohol
peanut_freewine,peanut_free,1189,amazon_ept.AllergenInformationwineandalcohol
porkwine,pork,1190,amazon_ept.AllergenInformationwineandalcohol
pork_freewine,pork_free,1191,amazon_ept.AllergenInformationwineandalcohol
salmonwine,salmon,1192,amazon_ept.AllergenInformationwineandalcohol
salmon_freewine,salmon_free,1193,amazon_ept.AllergenInformationwineandalcohol
salmon_roewine,salmon_roe,1194,amazon_ept.AllergenInformationwineandalcohol
salmon_roe_freewine,salmon_roe_free,1195,amazon_ept.AllergenInformationwineandalcohol
scadwine,scad,1196,amazon_ept.AllergenInformationwineandalcohol
scad_freewine,scad_free,1197,amazon_ept.AllergenInformationwineandalcohol
scallopwine,scallop,1198,amazon_ept.AllergenInformationwineandalcohol
scallop_freewine,scallop_free,1199,amazon_ept.AllergenInformationwineandalcohol
sesame_seedswine,sesame_seeds,1200,amazon_ept.AllergenInformationwineandalcohol
sesame_seeds_freewine,sesame_seeds_free,1201,amazon_ept.AllergenInformationwineandalcohol
shellfishwine,shellfish,1202,amazon_ept.AllergenInformationwineandalcohol
shellfish_freewine,shellfish_free,1203,amazon_ept.AllergenInformationwineandalcohol
shrimpwine,shrimp,1204,amazon_ept.AllergenInformationwineandalcohol
shrimp_freewine,shrimp_free,1205,amazon_ept.AllergenInformationwineandalcohol
soywine,soy,1206,amazon_ept.AllergenInformationwineandalcohol
soy_freewine,soy_free,1207,amazon_ept.AllergenInformationwineandalcohol
squidwine,squid,1208,amazon_ept.AllergenInformationwineandalcohol
squid_freewine,squid_free,1209,amazon_ept.AllergenInformationwineandalcohol
tree_nutswine,tree_nuts,1210,amazon_ept.AllergenInformationwineandalcohol
tree_nut_freewine,tree_nut_free,1211,amazon_ept.AllergenInformationwineandalcohol
tunawine,tuna,1212,amazon_ept.AllergenInformationwineandalcohol
tuna_freewine,tuna_free,1213,amazon_ept.AllergenInformationwineandalcohol
walnutwine,walnut,1214,amazon_ept.AllergenInformationwineandalcohol
walnut_freewine,walnut_free,1215,amazon_ept.AllergenInformationwineandalcohol
yamwine,yam,1216,amazon_ept.AllergenInformationwineandalcohol
yam_freewine,yam_free,1217,amazon_ept.AllergenInformationwineandalcohol
collectiblewine,collectible,1218,amazon_ept.CustomerReturnPolicywineandalcohol
restocking_feewine,restocking_fee,1219,amazon_ept.CustomerReturnPolicywineandalcohol
standardwine,standard,1220,amazon_ept.CustomerReturnPolicywineandalcohol
non_returnablewine,non_returnable,1221,amazon_ept.CustomerReturnPolicywineandalcohol
seasonalwine,seasonal,1222,amazon_ept.CustomerReturnPolicywineandalcohol
unknownwine,unknown,1223,amazon_ept.CustomerReturnPolicywineandalcohol
RPwine,RP,1224,amazon_ept.WineRatingRaterwine
